activity,SubFPC1-SubFPC1,SubFPC1-SubFPC5,SubFPC1-SubFPC8,SubFPC1-SubFPC12,SubFPC1-SubFPC16,SubFPC1-SubFPC18,SubFPC1-SubFPC28,SubFPC1-SubFPC84,SubFPC1-SubFPC85,SubFPC1-SubFPC86,SubFPC1-SubFPC96,SubFPC1-SubFPC133,SubFPC1-SubFPC151,SubFPC1-SubFPC179,SubFPC1-SubFPC181,SubFPC1-SubFPC224,SubFPC1-SubFPC274,SubFPC1-SubFPC275,SubFPC1-SubFPC295,SubFPC1-SubFPC297,SubFPC1-SubFPC300,SubFPC1-SubFPC302,SubFPC1-SubFPC303,SubFPC1-SubFPC307,SubFPC5-SubFPC1,SubFPC5-SubFPC5,SubFPC5-SubFPC8,SubFPC5-SubFPC12,SubFPC5-SubFPC16,SubFPC5-SubFPC18,SubFPC5-SubFPC28,SubFPC5-SubFPC84,SubFPC5-SubFPC85,SubFPC5-SubFPC86,SubFPC5-SubFPC96,SubFPC5-SubFPC133,SubFPC5-SubFPC151,SubFPC5-SubFPC179,SubFPC5-SubFPC181,SubFPC5-SubFPC224,SubFPC5-SubFPC274,SubFPC5-SubFPC275,SubFPC5-SubFPC295,SubFPC5-SubFPC297,SubFPC5-SubFPC300,SubFPC5-SubFPC302,SubFPC5-SubFPC303,SubFPC5-SubFPC307,SubFPC8-SubFPC1,SubFPC8-SubFPC5,SubFPC8-SubFPC8,SubFPC8-SubFPC12,SubFPC8-SubFPC16,SubFPC8-SubFPC18,SubFPC8-SubFPC28,SubFPC8-SubFPC84,SubFPC8-SubFPC85,SubFPC8-SubFPC86,SubFPC8-SubFPC96,SubFPC8-SubFPC133,SubFPC8-SubFPC151,SubFPC8-SubFPC179,SubFPC8-SubFPC181,SubFPC8-SubFPC224,SubFPC8-SubFPC274,SubFPC8-SubFPC275,SubFPC8-SubFPC295,SubFPC8-SubFPC297,SubFPC8-SubFPC300,SubFPC8-SubFPC302,SubFPC8-SubFPC303,SubFPC8-SubFPC307,SubFPC12-SubFPC1,SubFPC12-SubFPC5,SubFPC12-SubFPC8,SubFPC12-SubFPC12,SubFPC12-SubFPC16,SubFPC12-SubFPC18,SubFPC12-SubFPC28,SubFPC12-SubFPC84,SubFPC12-SubFPC85,SubFPC12-SubFPC86,SubFPC12-SubFPC96,SubFPC12-SubFPC133,SubFPC12-SubFPC151,SubFPC12-SubFPC179,SubFPC12-SubFPC181,SubFPC12-SubFPC224,SubFPC12-SubFPC274,SubFPC12-SubFPC275,SubFPC12-SubFPC295,SubFPC12-SubFPC297,SubFPC12-SubFPC300,SubFPC12-SubFPC302,SubFPC12-SubFPC303,SubFPC12-SubFPC307,SubFPC16-SubFPC1,SubFPC16-SubFPC5,SubFPC16-SubFPC8,SubFPC16-SubFPC12,SubFPC16-SubFPC16,SubFPC16-SubFPC18,SubFPC16-SubFPC28,SubFPC16-SubFPC84,SubFPC16-SubFPC85,SubFPC16-SubFPC86,SubFPC16-SubFPC96,SubFPC16-SubFPC133,SubFPC16-SubFPC151,SubFPC16-SubFPC179,SubFPC16-SubFPC181,SubFPC16-SubFPC224,SubFPC16-SubFPC274,SubFPC16-SubFPC275,SubFPC16-SubFPC295,SubFPC16-SubFPC297,SubFPC16-SubFPC300,SubFPC16-SubFPC302,SubFPC16-SubFPC303,SubFPC16-SubFPC307,SubFPC18-SubFPC1,SubFPC18-SubFPC5,SubFPC18-SubFPC8,SubFPC18-SubFPC12,SubFPC18-SubFPC16,SubFPC18-SubFPC18,SubFPC18-SubFPC28,SubFPC18-SubFPC84,SubFPC18-SubFPC85,SubFPC18-SubFPC86,SubFPC18-SubFPC96,SubFPC18-SubFPC133,SubFPC18-SubFPC151,SubFPC18-SubFPC179,SubFPC18-SubFPC181,SubFPC18-SubFPC224,SubFPC18-SubFPC274,SubFPC18-SubFPC275,SubFPC18-SubFPC295,SubFPC18-SubFPC297,SubFPC18-SubFPC300,SubFPC18-SubFPC302,SubFPC18-SubFPC303,SubFPC18-SubFPC307,SubFPC28-SubFPC1,SubFPC28-SubFPC5,SubFPC28-SubFPC8,SubFPC28-SubFPC12,SubFPC28-SubFPC16,SubFPC28-SubFPC18,SubFPC28-SubFPC28,SubFPC28-SubFPC84,SubFPC28-SubFPC85,SubFPC28-SubFPC86,SubFPC28-SubFPC96,SubFPC28-SubFPC133,SubFPC28-SubFPC151,SubFPC28-SubFPC179,SubFPC28-SubFPC181,SubFPC28-SubFPC224,SubFPC28-SubFPC274,SubFPC28-SubFPC275,SubFPC28-SubFPC295,SubFPC28-SubFPC297,SubFPC28-SubFPC300,SubFPC28-SubFPC302,SubFPC28-SubFPC303,SubFPC28-SubFPC307,SubFPC84-SubFPC1,SubFPC84-SubFPC5,SubFPC84-SubFPC8,SubFPC84-SubFPC12,SubFPC84-SubFPC16,SubFPC84-SubFPC18,SubFPC84-SubFPC28,SubFPC84-SubFPC84,SubFPC84-SubFPC85,SubFPC84-SubFPC86,SubFPC84-SubFPC96,SubFPC84-SubFPC133,SubFPC84-SubFPC151,SubFPC84-SubFPC179,SubFPC84-SubFPC181,SubFPC84-SubFPC224,SubFPC84-SubFPC274,SubFPC84-SubFPC275,SubFPC84-SubFPC295,SubFPC84-SubFPC297,SubFPC84-SubFPC300,SubFPC84-SubFPC302,SubFPC84-SubFPC303,SubFPC84-SubFPC307,SubFPC85-SubFPC1,SubFPC85-SubFPC5,SubFPC85-SubFPC8,SubFPC85-SubFPC12,SubFPC85-SubFPC16,SubFPC85-SubFPC18,SubFPC85-SubFPC28,SubFPC85-SubFPC84,SubFPC85-SubFPC85,SubFPC85-SubFPC86,SubFPC85-SubFPC96,SubFPC85-SubFPC133,SubFPC85-SubFPC151,SubFPC85-SubFPC179,SubFPC85-SubFPC181,SubFPC85-SubFPC224,SubFPC85-SubFPC274,SubFPC85-SubFPC275,SubFPC85-SubFPC295,SubFPC85-SubFPC297,SubFPC85-SubFPC300,SubFPC85-SubFPC302,SubFPC85-SubFPC303,SubFPC85-SubFPC307,SubFPC86-SubFPC1,SubFPC86-SubFPC5,SubFPC86-SubFPC8,SubFPC86-SubFPC12,SubFPC86-SubFPC16,SubFPC86-SubFPC18,SubFPC86-SubFPC28,SubFPC86-SubFPC84,SubFPC86-SubFPC85,SubFPC86-SubFPC86,SubFPC86-SubFPC96,SubFPC86-SubFPC133,SubFPC86-SubFPC151,SubFPC86-SubFPC179,SubFPC86-SubFPC181,SubFPC86-SubFPC224,SubFPC86-SubFPC274,SubFPC86-SubFPC275,SubFPC86-SubFPC295,SubFPC86-SubFPC297,SubFPC86-SubFPC300,SubFPC86-SubFPC302,SubFPC86-SubFPC303,SubFPC86-SubFPC307,SubFPC96-SubFPC1,SubFPC96-SubFPC5,SubFPC96-SubFPC8,SubFPC96-SubFPC12,SubFPC96-SubFPC16,SubFPC96-SubFPC18,SubFPC96-SubFPC28,SubFPC96-SubFPC84,SubFPC96-SubFPC85,SubFPC96-SubFPC86,SubFPC96-SubFPC96,SubFPC96-SubFPC133,SubFPC96-SubFPC151,SubFPC96-SubFPC179,SubFPC96-SubFPC181,SubFPC96-SubFPC224,SubFPC96-SubFPC274,SubFPC96-SubFPC275,SubFPC96-SubFPC295,SubFPC96-SubFPC297,SubFPC96-SubFPC300,SubFPC96-SubFPC302,SubFPC96-SubFPC303,SubFPC96-SubFPC307,SubFPC133-SubFPC1,SubFPC133-SubFPC5,SubFPC133-SubFPC8,SubFPC133-SubFPC12,SubFPC133-SubFPC16,SubFPC133-SubFPC18,SubFPC133-SubFPC28,SubFPC133-SubFPC84,SubFPC133-SubFPC85,SubFPC133-SubFPC86,SubFPC133-SubFPC96,SubFPC133-SubFPC133,SubFPC133-SubFPC151,SubFPC133-SubFPC179,SubFPC133-SubFPC181,SubFPC133-SubFPC224,SubFPC133-SubFPC274,SubFPC133-SubFPC275,SubFPC133-SubFPC295,SubFPC133-SubFPC297,SubFPC133-SubFPC300,SubFPC133-SubFPC302,SubFPC133-SubFPC303,SubFPC133-SubFPC307,SubFPC151-SubFPC1,SubFPC151-SubFPC5,SubFPC151-SubFPC8,SubFPC151-SubFPC12,SubFPC151-SubFPC16,SubFPC151-SubFPC18,SubFPC151-SubFPC28,SubFPC151-SubFPC84,SubFPC151-SubFPC85,SubFPC151-SubFPC86,SubFPC151-SubFPC96,SubFPC151-SubFPC133,SubFPC151-SubFPC151,SubFPC151-SubFPC179,SubFPC151-SubFPC181,SubFPC151-SubFPC224,SubFPC151-SubFPC274,SubFPC151-SubFPC275,SubFPC151-SubFPC295,SubFPC151-SubFPC297,SubFPC151-SubFPC300,SubFPC151-SubFPC302,SubFPC151-SubFPC303,SubFPC151-SubFPC307,SubFPC179-SubFPC1,SubFPC179-SubFPC5,SubFPC179-SubFPC8,SubFPC179-SubFPC12,SubFPC179-SubFPC16,SubFPC179-SubFPC18,SubFPC179-SubFPC28,SubFPC179-SubFPC84,SubFPC179-SubFPC85,SubFPC179-SubFPC86,SubFPC179-SubFPC96,SubFPC179-SubFPC133,SubFPC179-SubFPC151,SubFPC179-SubFPC179,SubFPC179-SubFPC181,SubFPC179-SubFPC224,SubFPC179-SubFPC274,SubFPC179-SubFPC275,SubFPC179-SubFPC295,SubFPC179-SubFPC297,SubFPC179-SubFPC300,SubFPC179-SubFPC302,SubFPC179-SubFPC303,SubFPC179-SubFPC307,SubFPC181-SubFPC1,SubFPC181-SubFPC5,SubFPC181-SubFPC8,SubFPC181-SubFPC12,SubFPC181-SubFPC16,SubFPC181-SubFPC18,SubFPC181-SubFPC28,SubFPC181-SubFPC84,SubFPC181-SubFPC85,SubFPC181-SubFPC86,SubFPC181-SubFPC96,SubFPC181-SubFPC133,SubFPC181-SubFPC151,SubFPC181-SubFPC179,SubFPC181-SubFPC181,SubFPC181-SubFPC224,SubFPC181-SubFPC274,SubFPC181-SubFPC275,SubFPC181-SubFPC295,SubFPC181-SubFPC297,SubFPC181-SubFPC300,SubFPC181-SubFPC302,SubFPC181-SubFPC303,SubFPC181-SubFPC307,SubFPC224-SubFPC1,SubFPC224-SubFPC5,SubFPC224-SubFPC8,SubFPC224-SubFPC12,SubFPC224-SubFPC16,SubFPC224-SubFPC18,SubFPC224-SubFPC28,SubFPC224-SubFPC84,SubFPC224-SubFPC85,SubFPC224-SubFPC86,SubFPC224-SubFPC96,SubFPC224-SubFPC133,SubFPC224-SubFPC151,SubFPC224-SubFPC179,SubFPC224-SubFPC181,SubFPC224-SubFPC224,SubFPC224-SubFPC274,SubFPC224-SubFPC275,SubFPC224-SubFPC295,SubFPC224-SubFPC297,SubFPC224-SubFPC300,SubFPC224-SubFPC302,SubFPC224-SubFPC303,SubFPC224-SubFPC307,SubFPC274-SubFPC1,SubFPC274-SubFPC5,SubFPC274-SubFPC8,SubFPC274-SubFPC12,SubFPC274-SubFPC16,SubFPC274-SubFPC18,SubFPC274-SubFPC28,SubFPC274-SubFPC84,SubFPC274-SubFPC85,SubFPC274-SubFPC86,SubFPC274-SubFPC96,SubFPC274-SubFPC133,SubFPC274-SubFPC151,SubFPC274-SubFPC179,SubFPC274-SubFPC181,SubFPC274-SubFPC224,SubFPC274-SubFPC274,SubFPC274-SubFPC275,SubFPC274-SubFPC295,SubFPC274-SubFPC297,SubFPC274-SubFPC300,SubFPC274-SubFPC302,SubFPC274-SubFPC303,SubFPC274-SubFPC307,SubFPC275-SubFPC1,SubFPC275-SubFPC5,SubFPC275-SubFPC8,SubFPC275-SubFPC12,SubFPC275-SubFPC16,SubFPC275-SubFPC18,SubFPC275-SubFPC28,SubFPC275-SubFPC84,SubFPC275-SubFPC85,SubFPC275-SubFPC86,SubFPC275-SubFPC96,SubFPC275-SubFPC133,SubFPC275-SubFPC151,SubFPC275-SubFPC179,SubFPC275-SubFPC181,SubFPC275-SubFPC224,SubFPC275-SubFPC274,SubFPC275-SubFPC275,SubFPC275-SubFPC295,SubFPC275-SubFPC297,SubFPC275-SubFPC300,SubFPC275-SubFPC302,SubFPC275-SubFPC303,SubFPC275-SubFPC307,SubFPC295-SubFPC1,SubFPC295-SubFPC5,SubFPC295-SubFPC8,SubFPC295-SubFPC12,SubFPC295-SubFPC16,SubFPC295-SubFPC18,SubFPC295-SubFPC28,SubFPC295-SubFPC84,SubFPC295-SubFPC85,SubFPC295-SubFPC86,SubFPC295-SubFPC96,SubFPC295-SubFPC133,SubFPC295-SubFPC151,SubFPC295-SubFPC179,SubFPC295-SubFPC181,SubFPC295-SubFPC224,SubFPC295-SubFPC274,SubFPC295-SubFPC275,SubFPC295-SubFPC295,SubFPC295-SubFPC297,SubFPC295-SubFPC300,SubFPC295-SubFPC302,SubFPC295-SubFPC303,SubFPC295-SubFPC307,SubFPC297-SubFPC1,SubFPC297-SubFPC5,SubFPC297-SubFPC8,SubFPC297-SubFPC12,SubFPC297-SubFPC16,SubFPC297-SubFPC18,SubFPC297-SubFPC28,SubFPC297-SubFPC84,SubFPC297-SubFPC85,SubFPC297-SubFPC86,SubFPC297-SubFPC96,SubFPC297-SubFPC133,SubFPC297-SubFPC151,SubFPC297-SubFPC179,SubFPC297-SubFPC181,SubFPC297-SubFPC224,SubFPC297-SubFPC274,SubFPC297-SubFPC275,SubFPC297-SubFPC295,SubFPC297-SubFPC297,SubFPC297-SubFPC300,SubFPC297-SubFPC302,SubFPC297-SubFPC303,SubFPC297-SubFPC307,SubFPC300-SubFPC1,SubFPC300-SubFPC5,SubFPC300-SubFPC8,SubFPC300-SubFPC12,SubFPC300-SubFPC16,SubFPC300-SubFPC18,SubFPC300-SubFPC28,SubFPC300-SubFPC84,SubFPC300-SubFPC85,SubFPC300-SubFPC86,SubFPC300-SubFPC96,SubFPC300-SubFPC133,SubFPC300-SubFPC151,SubFPC300-SubFPC179,SubFPC300-SubFPC181,SubFPC300-SubFPC224,SubFPC300-SubFPC274,SubFPC300-SubFPC275,SubFPC300-SubFPC295,SubFPC300-SubFPC297,SubFPC300-SubFPC300,SubFPC300-SubFPC302,SubFPC300-SubFPC303,SubFPC300-SubFPC307,SubFPC302-SubFPC1,SubFPC302-SubFPC5,SubFPC302-SubFPC8,SubFPC302-SubFPC12,SubFPC302-SubFPC16,SubFPC302-SubFPC18,SubFPC302-SubFPC28,SubFPC302-SubFPC84,SubFPC302-SubFPC85,SubFPC302-SubFPC86,SubFPC302-SubFPC96,SubFPC302-SubFPC133,SubFPC302-SubFPC151,SubFPC302-SubFPC179,SubFPC302-SubFPC181,SubFPC302-SubFPC224,SubFPC302-SubFPC274,SubFPC302-SubFPC275,SubFPC302-SubFPC295,SubFPC302-SubFPC297,SubFPC302-SubFPC300,SubFPC302-SubFPC302,SubFPC302-SubFPC303,SubFPC302-SubFPC307,SubFPC303-SubFPC1,SubFPC303-SubFPC5,SubFPC303-SubFPC8,SubFPC303-SubFPC12,SubFPC303-SubFPC16,SubFPC303-SubFPC18,SubFPC303-SubFPC28,SubFPC303-SubFPC84,SubFPC303-SubFPC85,SubFPC303-SubFPC86,SubFPC303-SubFPC96,SubFPC303-SubFPC133,SubFPC303-SubFPC151,SubFPC303-SubFPC179,SubFPC303-SubFPC181,SubFPC303-SubFPC224,SubFPC303-SubFPC274,SubFPC303-SubFPC275,SubFPC303-SubFPC295,SubFPC303-SubFPC297,SubFPC303-SubFPC300,SubFPC303-SubFPC302,SubFPC303-SubFPC303,SubFPC303-SubFPC307,SubFPC307-SubFPC1,SubFPC307-SubFPC5,SubFPC307-SubFPC8,SubFPC307-SubFPC12,SubFPC307-SubFPC16,SubFPC307-SubFPC18,SubFPC307-SubFPC28,SubFPC307-SubFPC84,SubFPC307-SubFPC85,SubFPC307-SubFPC86,SubFPC307-SubFPC96,SubFPC307-SubFPC133,SubFPC307-SubFPC151,SubFPC307-SubFPC179,SubFPC307-SubFPC181,SubFPC307-SubFPC224,SubFPC307-SubFPC274,SubFPC307-SubFPC275,SubFPC307-SubFPC295,SubFPC307-SubFPC297,SubFPC307-SubFPC300,SubFPC307-SubFPC302,SubFPC307-SubFPC303,SubFPC307-SubFPC307
Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,12,2,14,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,6,1,7,0,4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,36,6,42,0,24,12,0,42,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,6,1,7,0,4,2,0,7,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,42,7,49,0,28,14,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,24,4,28,0,16,8,0,28,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,12,2,14,0,8,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0,0,0,0,42,7,49,0,28,14,0,49
Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,36,0,18,0,30,18,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,9,0,15,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,30,0,15,0,25,15,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,9,0,15,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,48,0,24,0,40,24,0,64
Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,2,7,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,2,7,0,7,3,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,2,7,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,0,25,10,35,0,35,15,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,10,4,14,0,14,6,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,0,35,14,49,0,49,21,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,7,0,35,14,49,0,49,21,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,15,6,21,0,21,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6,0,30,12,42,0,42,18,0,36
Active,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,12,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,16,4,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,8,2,0,4
Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,2,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,12,4,12,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,2,6,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,6,36,12,36,0,12,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,12,4,12,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,6,36,12,36,0,12,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,12,4,12,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,24,8,24,0,8,0,0,16
